t,x,y,z,Kitchen_AP,Lounge_AP,Upstairs_AP
2050.576856,0.796,-0.688,0.204,,,-73.0
2050.626904,0.92,-0.904,0.332,,,-73.0
2050.676952,0.856,-0.25,0.254,,,-73.0
2050.727,0.78,-0.218,0.24,,,-73.0
2050.776856,0.822,-0.61,0.16,,,-74.0
2050.826904,0.848,-0.408,0.23,,,-74.0
2050.876952,0.892,-0.744,0.27,,,-74.0
2050.927,0.926,-0.482,0.16,,,-74.0
2050.977856,1.01,-0.404,0.518,,,-73.0
2051.027904,0.686,-0.01,0.236,,,-73.0
2051.077952,0.77,0.184,0.372,,,-73.0
2051.128,0.838,-0.154,0.262,,,-73.0
2051.177856,0.85,-0.224,0.358,,,-73.0
2051.227904,0.898,-0.41,0.24,,,-73.0
2051.277952,0.822,-0.404,0.344,,,-73.0
2051.328,0.782,-0.558,0.312,,,-73.0
2051.377856,0.838,-0.482,0.37,,,-74.0
2051.427904,0.822,-0.59,0.294,,,-74.0
2051.477952,0.828,-0.526,0.29,,,-74.0
2051.528,0.796,-0.524,0.224,,,-74.0
2051.577856,0.854,-0.72,0.226,,,-74.0
2051.627904,0.816,-0.558,0.248,,,-74.0
2051.677952,0.862,-0.61,0.252,,,-74.0
2051.728,0.92,-0.664,0.364,,,-74.0
2051.777856,0.962,-0.528,0.14,,,-76.0
2051.827904,0.862,-0.506,0.078,,,-76.0
2051.877952,0.84,-0.552,0.184,,,-76.0
2051.928,0.624,-0.136,0.088,,,-76.0
2051.978856,0.518,-0.606,-0.256,,,-75.0
2052.028904,0.486,-0.34,-0.304,,,-75.0
2052.078952,0.568,-0.228,-0.482,,,-75.0
2052.129,0.626,-0.242,-0.602,,,-75.0
2052.178856,0.87,-0.104,-0.64,,,-85.0
2052.228904,1.038,-0.218,-0.89,,,-85.0
2052.278952,0.976,-0.466,-0.834,,,-85.0
2052.329,0.8,-0.584,-0.688,,,-85.0
2052.378856,0.94,-0.456,-0.242,-98.0,,-75.0
2052.428904,1.064,-0.474,0.096,-98.0,,-75.0
2052.478952,0.926,-0.038,0.024,-98.0,,-75.0
2052.529,1.08,0.024,0.054,-98.0,,-75.0
2052.578856,1.054,0.048,-0.014,,,-76.0
2052.628904,1.048,-0.04,-0.058,,,-76.0
2052.678952,0.992,-0.186,-0.042,,,-76.0
2052.729,0.944,-0.282,-0.032,,,-76.0
2052.778856,0.944,-0.272,-0.026,,,-75.0
2052.828904,0.958,-0.19,-0.042,,,-75.0
2052.878952,0.93,-0.122,-0.1,,,-75.0
2052.929,0.944,-0.178,-0.088,,,-75.0
2052.978856,0.892,-0.228,-0.074,,,-81.0
2053.028904,0.934,-0.228,-0.088,,,-81.0
2053.078952,0.998,-0.21,-0.11,,,-81.0
2053.129,0.992,-0.212,-0.09,,,-81.0
2053.179856,0.992,-0.212,-0.056,,,-81.0
2053.229904,1.048,-0.208,-0.028,,,-81.0
2053.279952,1.054,-0.18,-0.008,,,-81.0
2053.33,1.048,-0.164,0.022,,,-81.0
2053.379856,0.958,-0.178,0.112,,,-77.0
2053.429904,0.95,-0.162,0.108,,,-77.0
2053.479952,0.984,-0.168,0.112,,,-77.0
2053.53,0.956,-0.126,0.072,,,-77.0
2053.579856,0.928,-0.126,0.12,,,-74.0
2053.629904,0.892,-0.148,0.092,,,-74.0
2053.679952,0.908,-0.158,0.078,,,-74.0
2053.73,0.924,-0.144,0.072,,,-74.0
2053.779856,0.946,-0.172,0.08,,,-73.0
2053.829904,0.94,-0.186,0.114,,,-73.0
2053.879952,0.942,-0.18,0.152,,,-73.0
2053.93,0.972,-0.194,0.152,,,-73.0
2053.979856,1.026,-0.186,0.148,,,-71.0
2054.029904,1.096,-0.154,0.126,,,-71.0
2054.079952,1.01,-0.134,0.142,,,-71.0
2054.13,0.946,-0.128,0.092,,,-71.0
2054.180856,0.936,-0.146,0.062,,,-72.0
2054.230904,0.934,-0.144,0.03,,,-72.0
2054.331,0.952,-0.168,0.014,,,-72.0
2054.380856,0.924,-0.178,0.04,,,-76.0
2054.430904,0.92,-0.2,0.064,,,-76.0
2054.480952,0.972,-0.206,0.084,,,-76.0
2054.531,1.004,-0.208,0.104,,,-76.0
2054.580856,0.966,-0.218,0.132,,,-77.0
2054.630904,0.984,-0.22,0.146,,,-77.0
2054.680952,1.008,-0.24,0.136,,,-77.0
2054.731,0.992,-0.208,0.118,,,-77.0
2054.780856,0.998,-0.222,0.124,,,-77.0
2054.830904,0.966,-0.206,0.096,,,-77.0
2054.880952,0.966,-0.19,0.07,,,-77.0
2054.931,0.956,-0.186,0.056,,,-77.0
2054.980856,0.962,-0.176,0.062,,,-76.0
2055.030904,0.962,-0.168,0.056,,,-76.0
2055.080952,0.962,-0.158,0.056,,,-76.0
2055.131,0.958,-0.158,0.078,,,-76.0
2055.181856,0.96,-0.148,0.078,,,-76.0
2055.231904,0.982,-0.154,0.092,,,-76.0
2055.281952,0.974,-0.146,0.102,,,-76.0
2055.332,0.976,-0.16,0.104,,,-76.0
2055.381856,0.948,-0.174,0.082,,,-76.0
2055.431904,0.978,-0.168,0.102,,,-76.0
2055.481952,0.984,-0.176,0.088,,,-76.0
2055.532,0.978,-0.168,0.076,,,-76.0
2055.581856,0.968,-0.18,0.078,,,-76.0
2055.631904,0.974,-0.178,0.05,,,-76.0
2055.681952,0.974,-0.188,0.066,,,-76.0
2055.732,0.966,-0.19,0.064,,,-76.0
2055.781856,0.968,-0.176,0.064,,,-77.0
2055.831904,0.974,-0.18,0.07,,,-77.0
2055.881952,0.966,-0.178,0.086,,,-77.0
2055.932,0.968,-0.154,0.08,,,-77.0
2055.981856,0.978,-0.168,0.082,,,-78.0
2056.031904,0.966,-0.16,0.072,,,-78.0
2056.081952,0.968,-0.168,0.078,,,-78.0
2056.132,0.978,-0.16,0.064,,,-78.0
2056.182856,0.966,-0.174,0.066,,,-77.0
2056.232904,0.974,-0.184,0.062,,,-77.0
2056.282952,0.974,-0.178,0.06,,,-77.0
2056.333,0.968,-0.186,0.056,,,-77.0
2056.382856,0.966,-0.184,0.056,,,-77.0
2056.432904,0.974,-0.17,0.062,,,-77.0
2056.482952,0.976,-0.178,0.062,,,-77.0
2056.533,0.974,-0.17,0.062,,,-77.0
2056.582856,0.966,-0.162,0.072,,,-77.0
2056.632904,0.968,-0.164,0.056,,,-77.0
2056.682952,0.966,-0.174,0.062,,,-77.0
2056.733,0.976,-0.168,0.05,,,-77.0
2056.782856,0.958,-0.17,0.06,,,-78.0
2056.832904,0.962,-0.178,0.048,,,-78.0
2056.882952,0.968,-0.178,0.048,,,-78.0
2056.933,0.972,-0.17,0.044,,,-78.0
2056.982856,0.966,-0.178,0.05,,,-76.0
2057.032904,0.962,-0.172,0.07,,,-76.0
2057.082952,0.966,-0.176,0.062,,,-76.0
2057.133,0.974,-0.178,0.054,,,-76.0
2057.183856,0.974,-0.174,0.062,,,-76.0
2057.233904,0.968,-0.176,0.056,,,-76.0
2057.283952,0.96,-0.16,0.056,,,-76.0
2057.334,0.966,-0.168,0.048,,,-76.0
2057.383856,0.966,-0.17,0.062,,,-77.0
2057.433904,0.974,-0.16,0.048,,,-77.0
2057.483952,0.978,-0.176,0.062,,,-77.0
2057.534,0.976,-0.164,0.072,,,-77.0
2057.583856,0.974,-0.178,0.066,,,-77.0
2057.633904,0.966,-0.164,0.07,,,-77.0
2057.683952,0.966,-0.178,0.062,,,-77.0
2057.734,0.982,-0.176,0.048,,,-77.0
2057.783856,0.958,-0.178,0.062,,,-76.0
2057.833904,0.966,-0.178,0.06,,,-76.0
2057.883952,0.976,-0.17,0.062,,,-76.0
2057.934,0.958,-0.168,0.048,,,-76.0
2057.983856,0.972,-0.174,0.056,,,-77.0
2058.033904,0.974,-0.16,0.056,,,-77.0
2058.083952,0.974,-0.168,0.062,,,-77.0
2058.134,0.976,-0.164,0.056,,,-77.0
2058.183856,0.976,-0.164,0.064,,,-77.0
2058.233904,0.966,-0.16,0.076,,,-77.0
2058.283952,0.966,-0.168,0.062,,,-77.0
2058.334,0.966,-0.178,0.052,,,-77.0
2058.584856,1.022,-0.184,0.036,,,-81.0
2058.634904,0.972,-0.162,0.076,,,-81.0
2058.684952,0.96,-0.164,0.07,,,-81.0
2058.735,0.966,-0.168,0.056,,,-81.0
2058.784856,0.958,-0.162,0.07,,,-77.0
2058.834904,0.96,-0.168,0.048,,,-77.0
2058.884952,0.966,-0.174,0.07,,,-77.0
2058.935,0.974,-0.18,0.056,,,-77.0
2058.984856,0.972,-0.178,0.062,,,-77.0
2059.034904,0.956,-0.176,0.062,,,-77.0
2059.084952,0.962,-0.184,0.064,,,-77.0
2059.135,0.978,-0.17,0.074,,,-77.0
2059.184856,1.004,-0.172,0.076,,,-76.0
2059.234904,0.99,-0.168,0.066,,,-76.0
2059.284952,0.96,-0.162,0.086,,,-76.0
2059.335,0.958,-0.168,0.064,,,-76.0
2059.384856,0.982,-0.158,0.06,,,-76.0
2059.434904,1.006,-0.142,0.038,,,-76.0
2059.484952,1.168,-0.16,0.12,,,-76.0
2059.535,0.998,-0.19,0.15,,,-76.0
2059.585856,0.952,-0.186,0.156,,,-73.0
2059.635904,0.978,-0.158,0.152,,,-73.0
2059.685952,0.926,-0.132,0.118,,,-73.0
2059.736,0.91,-0.138,0.096,,,-73.0
2059.785856,0.904,-0.144,0.092,,,-75.0
2059.835904,0.902,-0.148,0.082,,,-75.0
2059.885952,0.894,-0.186,0.102,,,-75.0
2059.936,0.91,-0.194,0.116,,,-75.0
2059.985856,0.902,-0.218,0.156,-101.0,,-74.0
2060.035904,0.924,-0.226,0.16,-101.0,,-74.0
2060.085952,0.958,-0.232,0.2,-101.0,,-74.0
2060.136,0.972,-0.218,0.208,-101.0,,-74.0
2060.185856,0.992,-0.224,0.238,,,-75.0
2060.235904,0.966,-0.2,0.232,,,-75.0
2060.285952,0.976,-0.18,0.206,,,-75.0
2060.336,0.966,-0.162,0.166,,,-75.0
2060.385856,0.934,-0.16,0.11,,,-76.0
2060.435904,0.952,-0.144,0.07,,,-76.0
2060.485952,0.934,-0.136,0.048,,,-76.0
2060.536,0.928,-0.132,0.028,,,-76.0
2060.586856,0.944,-0.096,0.038,,,-79.0
2060.636904,0.974,-0.104,0.134,,,-79.0
2060.686952,1.13,-0.362,0.29,,,-79.0
2060.737,1.15,-0.61,0.226,,,-79.0
2060.786856,1.132,-0.84,0.156,-97.0,,-76.0
2060.836904,1.102,-1.088,0.086,-97.0,,-76.0
2060.886952,1.04,-1.016,0.006,-97.0,,-76.0
2060.937,0.75,-0.596,-0.016,-97.0,,-76.0
2060.986856,0.704,-0.43,0.014,,,-73.0
2061.036904,0.684,-0.538,0.058,,,-73.0
2061.086952,0.674,-0.81,0.098,,,-73.0
2061.137,0.588,-1.144,0.252,,,-73.0
2061.186856,0.402,-1.008,0.242,,,-78.0
2061.236904,0.12,-0.632,0.208,,,-78.0
2061.286952,0.048,-0.488,0.188,,,-78.0
2061.337,0.11,-0.692,0.188,,,-78.0
2061.386856,0.146,-0.922,0.174,,,-76.0
2061.436904,0.172,-1.162,0.294,,,-76.0
2061.486952,0.078,-1.208,0.39,,,-76.0
2061.537,-0.098,-1.202,0.44,,,-76.0
2061.587856,-0.18,-1.106,0.416,-101.0,,-78.0
2061.637904,-0.284,-1.07,0.352,-101.0,,-78.0
2061.687952,-0.366,-0.962,0.306,-101.0,,-78.0
2061.738,-0.432,-0.774,0.35,-101.0,,-78.0
2061.787856,-0.522,-0.57,0.326,,,-74.0
2061.837904,-0.61,-0.392,0.402,,,-74.0
2061.887952,-0.57,-0.322,0.462,,,-74.0
2061.938,-0.504,-0.098,0.59,,,-74.0
2061.987856,-0.45,-0.004,0.732,,,-74.0
2062.037904,-0.452,0.038,0.782,,,-74.0
2062.087952,-0.516,0.012,0.816,,,-74.0
2062.138,-0.564,0.034,0.724,,,-74.0
2062.187856,-0.64,0.012,0.738,,,-74.0
2062.237904,-0.666,0.048,0.728,,,-74.0
2062.287952,-0.656,-0.014,0.756,,,-74.0
2062.338,-0.672,-0.004,0.764,,,-74.0
2062.387856,-0.664,-0.028,0.756,,,-74.0
2062.437904,-0.66,-0.026,0.758,,,-74.0
2062.487952,-0.686,-0.002,0.736,,,-74.0
2062.538,-0.684,-0.022,0.75,,,-74.0
2062.588856,-0.676,-0.014,0.774,,,-74.0
2062.638904,-0.67,-0.032,0.76,,,-74.0
2062.688952,-0.692,-0.032,0.774,,,-74.0
2062.739,-0.682,-0.032,0.76,,,-74.0
2062.788856,-0.66,-0.04,0.728,,,-74.0
2062.838904,-0.658,-0.016,0.74,,,-74.0
2062.888952,-0.686,-0.03,0.758,,,-74.0
2062.939,-0.684,-0.042,0.752,,,-74.0
2062.988856,-0.688,-0.036,0.768,,,-74.0
2063.038904,-0.686,-0.034,0.766,,,-74.0
2063.088952,-0.674,-0.04,0.774,,,-74.0
2063.139,-0.688,-0.002,0.758,,,-74.0
2063.188856,-0.68,-0.026,0.734,,,-74.0
2063.238904,-0.692,-0.058,0.744,,,-74.0
2063.288952,-0.7,-0.062,0.766,,,-74.0
2063.339,-0.688,-0.054,0.76,,,-74.0
2063.388856,-0.686,-0.042,0.736,,,-74.0
2063.438904,-0.682,-0.032,0.722,,,-74.0
2063.488952,-0.664,-0.016,0.742,,,-74.0
2063.539,-0.676,-0.066,0.752,,,-74.0
2063.588856,-0.696,-0.04,0.754,,,-74.0
2063.638904,-0.698,-0.054,0.726,,,-74.0
2063.688952,-0.696,-0.074,0.782,,,-74.0
2063.739,-0.68,-0.008,0.774,,,-74.0
2063.789856,-0.708,-0.088,0.786,,,-75.0
2063.839904,-0.712,-0.114,0.774,,,-75.0
2063.889952,-0.754,-0.132,0.754,,,-75.0
2063.94,-0.72,-0.002,0.792,,,-75.0
2063.989856,-0.656,-0.1,0.782,,,-74.0
2064.039904,-0.592,0.024,0.708,,,-74.0
2064.089952,-0.538,0.072,0.71,,,-74.0
2064.14,-0.564,0.132,0.654,,,-74.0
2064.189856,-0.706,0.082,0.504,,,-75.0
2064.239904,-0.866,-0.264,0.614,,,-75.0
2064.289952,-0.872,-0.576,0.576,,,-75.0
2064.34,-0.816,-0.626,0.892,,,-75.0
2064.389856,-0.752,-0.448,0.816,,,-76.0
2064.439904,-0.618,-0.336,1.004,,,-76.0
2064.489952,-0.552,-0.062,0.796,,,-76.0
2064.54,-0.596,-0.226,0.752,,,-76.0
2064.589856,-0.698,-0.314,0.516,,,-76.0
2064.639904,-0.64,-0.226,0.728,,,-76.0
2064.689952,-0.612,-0.272,0.968,,,-76.0
2064.74,-0.624,0.018,0.832,,,-76.0
2064.790856,-0.624,-0.04,0.864,,,-77.0
2064.840904,-0.622,-0.012,0.92,,,-77.0
2064.890952,-0.672,-0.04,0.796,,,-77.0
2064.941,-0.686,-0.186,0.806,,,-77.0
2064.990856,-0.708,-0.196,0.87,,,-76.0
2065.040904,-0.722,-0.212,0.498,,,-76.0
2065.090952,-0.66,-0.29,0.608,,,-76.0
2065.141,-0.548,-0.368,0.44,,,-76.0
2065.190856,-0.424,-0.19,0.638,,,-74.0
2065.240904,-0.344,0.028,0.652,,,-74.0
2065.290952,-0.504,0.07,0.646,,,-74.0
2065.341,-0.634,0.16,0.626,,,-74.0
2065.390856,-0.738,0.144,0.616,,,-73.0
2065.440904,-0.884,0.238,0.528,,,-73.0
2065.490952,-0.978,0.206,0.5,,,-73.0
2065.541,-0.936,0.206,0.542,,,-73.0
2065.590856,-0.936,0.126,0.642,,,-72.0
2065.640904,-0.878,0.04,0.702,,,-72.0
2065.690952,-0.726,0.118,0.626,,,-72.0
2065.741,-0.564,0.216,0.664,,,-72.0
2065.791856,-0.362,0.39,0.544,,,-74.0
2065.841904,-0.33,0.412,0.482,,,-74.0
2065.891952,-0.026,0.262,0.27,,,-74.0
2065.942,0.056,0.038,0.134,,,-74.0
2065.991856,0.192,-0.656,-0.314,,,-80.0
2066.041904,0.232,-1.37,-0.424,,,-80.0
2066.091952,0.006,-1.83,-0.484,,,-80.0
2066.142,-0.02,-1.806,-0.468,,,-80.0
2066.191856,-0.154,-1.726,-0.434,,,-77.0
2066.241904,-0.186,-1.594,-0.296,,,-77.0
2066.291952,-0.016,-1.44,-0.288,,,-77.0
2066.342,0.128,-1.332,-0.322,,,-77.0
2066.391856,0.27,-1.12,-0.306,,,-79.0
2066.441904,0.23,-0.99,-0.296,,,-79.0
2066.491952,0.206,-0.804,-0.244,,,-79.0
2066.542,0.198,-0.738,-0.28,,,-79.0
2066.591856,0.206,-0.736,-0.272,,,-76.0
2066.641904,0.246,-0.8,-0.332,,,-76.0
2066.691952,0.252,-0.862,-0.336,,,-76.0
2066.742,0.224,-0.848,-0.328,,,-76.0
2066.792856,0.134,-0.804,-0.244,,,-79.0
2066.842904,0.086,-0.814,-0.238,,,-79.0
2066.892952,0.028,-0.938,-0.21,,,-79.0
2066.943,0.012,-1.064,-0.162,,,-79.0
2066.992856,0.006,-1.226,-0.066,-92.0,,-76.0
2067.042904,-0.046,-1.274,-0.018,-92.0,,-76.0
2067.092952,-0.08,-1.232,0.066,-92.0,,-76.0
2067.143,-0.114,-1.128,0.112,-92.0,,-76.0
2067.192856,-0.106,-1.084,0.06,,,-76.0
2067.242904,-0.126,-0.89,0.192,,,-76.0
2067.292952,-0.112,-0.74,0.198,,,-76.0
2067.343,0.014,-0.654,0.284,,,-76.0
2067.392856,0.16,-0.734,0.29,,,-80.0
2067.442904,0.248,-0.842,0.492,,,-80.0
2067.492952,0.012,-1.114,0.268,,,-80.0
2067.543,-0.07,-0.794,0.312,,,-80.0
2067.592856,-0.14,-0.826,0.43,,,-84.0
2067.642904,-0.19,-0.828,0.236,,,-84.0
2067.692952,-0.218,-0.776,0.178,,,-84.0
2067.743,-0.186,-0.72,0.28,,,-84.0
2067.793856,-0.232,-0.682,0.35,,,-84.0
2067.843904,0.048,-0.628,0.406,,,-84.0
2067.893952,0.482,-1.01,0.196,,,-84.0
2067.944,0.642,-1.224,0.254,,,-84.0
2067.993856,0.646,-0.992,0.398,-98.0,,-78.0
2068.043904,0.536,-0.756,0.396,-98.0,,-78.0
2068.093952,0.542,-0.714,0.316,-98.0,,-78.0
2068.144,0.502,-0.178,-0.256,-98.0,,-78.0
2068.193856,0.728,-0.548,-0.634,-96.0,,-82.0
2068.243904,0.934,-1.854,-0.34,-96.0,,-82.0
2068.293952,0.71,-0.104,-0.576,-96.0,,-82.0
2068.344,0.786,-1.188,-0.284,-96.0,,-82.0
2068.393856,0.712,-0.802,-0.196,,,-78.0
2068.443904,0.48,-0.674,-0.088,,,-78.0
2068.493952,0.406,-0.872,-0.152,,,-78.0
2068.544,0.3,-0.756,0.158,,,-78.0
2068.593856,0.304,-0.858,0.07,,,-75.0
2068.643904,0.582,-0.782,-0.184,,,-75.0
2068.693952,0.712,-0.724,-0.2,,,-75.0
2068.744,0.786,-0.962,-0.132,,,-75.0
2068.793856,0.738,-0.84,-0.306,-94.0,,-85.0
2068.843904,0.72,-0.846,-0.26,-94.0,,-85.0
2068.893952,0.552,-0.784,0.188,-94.0,,-85.0
2068.944,0.358,-0.448,0.306,-94.0,,-85.0
2068.994856,0.558,-0.864,0.216,-101.0,,-84.0
2069.044904,0.792,-0.682,0.302,-101.0,,-84.0
2069.094952,0.744,-0.69,0.134,-101.0,,-84.0
2069.145,0.992,-0.746,0.03,-101.0,,-84.0
2069.194856,0.878,-0.244,0.142,,,-84.0
2069.244904,0.798,-0.306,0.352,,,-84.0
2069.294952,0.752,-0.702,0.446,,,-84.0
2069.345,0.816,-0.8,0.11,,,-84.0
2069.394856,0.822,-0.794,0.224,,,-85.0
2069.444904,0.872,-0.624,-0.104,,,-85.0
2069.494952,0.632,-0.064,-0.05,,,-85.0
2069.545,0.832,-0.928,-0.208,,,-85.0
2069.594856,0.738,-0.682,-0.082,,,-85.0
2069.644904,0.712,-0.658,-0.174,,,-85.0
2069.694952,0.666,-0.628,-0.152,,,-85.0
2069.745,0.702,-0.672,-0.126,,,-85.0
2069.794856,0.678,-0.66,-0.148,,,-82.0
2069.844904,0.684,-0.638,-0.148,,,-82.0
2069.894952,0.688,-0.654,-0.19,,,-82.0
2069.945,0.698,-0.67,-0.176,,,-82.0
2069.995856,0.67,-0.66,-0.168,-103.0,,-79.0
2070.045904,0.718,-0.656,-0.148,-103.0,,-79.0
2070.095952,0.7,-0.664,-0.13,-103.0,,-79.0
2070.146,0.704,-0.648,-0.16,-103.0,,-79.0
2070.195856,0.732,-0.626,-0.148,-104.0,,-79.0
2070.245904,0.734,-0.616,-0.16,-104.0,,-79.0
2070.295952,0.744,-0.596,-0.162,-104.0,,-79.0
2070.346,0.738,-0.606,-0.184,-104.0,,-79.0
2070.395856,0.738,-0.594,-0.2,,,-84.0
2070.445904,0.774,-0.584,-0.186,,,-84.0
2070.495952,0.744,-0.584,-0.228,,,-84.0
2070.546,0.782,-0.576,-0.21,,,-84.0
2070.595856,0.754,-0.612,-0.21,,,-80.0
2070.645904,0.768,-0.65,-0.194,,,-80.0
2070.695952,0.798,-0.626,-0.144,,,-80.0
2070.746,0.816,-0.61,-0.098,,,-80.0
2070.795856,0.802,-0.626,-0.026,,,-77.0
2070.845904,0.808,-0.528,0.128,,,-77.0
2070.895952,0.856,-0.432,0.3,,,-77.0
2070.946,0.838,-0.51,0.304,,,-77.0
2070.996856,0.882,-0.372,0.38,,,-78.0
2071.046904,0.816,-0.276,0.376,,,-78.0
2071.096952,0.926,-0.206,0.38,,,-78.0
2071.147,0.886,-0.266,0.43,,,-78.0
2071.196856,0.772,-0.32,0.294,-96.0,,-81.0
2071.246904,0.844,-0.388,0.224,-96.0,,-81.0
2071.296952,0.85,-0.136,0.21,-96.0,,-81.0
2071.347,0.896,-0.184,0.204,-96.0,,-81.0
2071.396856,0.824,-0.61,0.194,-102.0,,-83.0
2071.446904,0.742,-0.552,0.326,-102.0,,-83.0
2071.496952,0.766,-0.744,0.294,-102.0,,-83.0
2071.547,0.69,-0.544,0.27,-102.0,,-83.0
2071.596856,0.704,-0.672,0.312,-99.0,,-80.0
2071.646904,0.656,-0.488,0.222,-99.0,,-80.0
2071.696952,0.816,-0.642,-0.056,-99.0,,-80.0
2071.747,0.924,-0.512,-0.242,-99.0,,-80.0
2071.796856,0.83,-0.6,-0.126,-97.0,,-79.0
2071.846904,0.87,-0.568,-0.216,-97.0,,-79.0
2071.896952,0.828,-0.498,-0.2,-97.0,,-79.0
2071.947,0.888,-0.354,-0.098,-97.0,,-79.0
2071.997856,0.912,-0.41,-0.18,-98.0,,-81.0
2072.047904,0.888,-0.4,-0.228,-98.0,,-81.0
2072.097952,0.888,-0.354,-0.25,-98.0,,-81.0
2072.148,0.898,-0.408,-0.27,-98.0,,-81.0
2072.197856,0.908,-0.336,-0.222,-91.0,,-84.0
2072.247904,0.888,-0.296,-0.224,-91.0,,-84.0
2072.297952,0.912,-0.274,-0.218,-91.0,,-84.0
2072.348,0.932,-0.308,-0.194,-91.0,,-84.0
2072.397856,0.966,-0.098,-0.218,-96.0,,-81.0
2072.447904,0.936,-0.274,-0.19,-96.0,,-81.0
2072.497952,0.912,-0.136,-0.312,-96.0,,-81.0
2072.548,0.736,-0.288,-0.114,-96.0,,-81.0
2072.597856,0.952,-0.376,-0.144,-102.0,,-84.0
2072.647904,0.946,-0.528,-0.18,-102.0,,-84.0
2072.697952,0.76,-0.852,-0.09,-102.0,,-84.0
2072.748,0.778,-0.576,-0.302,-102.0,,-84.0
2072.797856,1.058,0.098,0.364,-96.0,,-80.0
2072.847904,0.908,-0.548,0.486,-96.0,,-80.0
2072.897952,0.962,-0.338,0.31,-96.0,,-80.0
2072.948,1.048,0.102,0.094,-96.0,,-80.0
2072.998856,1.016,0.076,0.114,,,-79.0
2073.048904,0.894,-0.264,0.046,,,-79.0
2073.098952,1.038,-0.452,-0.194,,,-79.0
2073.149,1.118,-0.306,-0.514,,,-79.0
2073.198856,1.2,-0.152,-0.354,,,-78.0
2073.248904,1.266,-0.05,-0.226,,,-78.0
2073.298952,1.15,0.166,-0.136,,,-78.0
2073.349,0.844,0.236,-0.564,,,-78.0
2073.398856,0.038,-0.136,-0.944,,,-69.0
2073.448904,1.478,0.214,-0.434,,,-69.0
2073.498952,1.112,-0.314,0.192,,,-69.0
2073.549,0.892,-0.104,-0.072,,,-69.0
2073.598856,0.88,-0.27,-0.41,,,-65.0
2073.648904,0.808,-0.346,-0.296,,,-65.0
2073.698952,0.704,-0.362,-0.132,,,-65.0
2073.749,0.784,-0.394,-0.024,,,-65.0
2073.798856,0.774,-0.45,-0.048,,,-66.0
2073.848904,0.896,-0.53,0.012,,,-66.0
2073.898952,0.966,-0.654,-0.072,,,-66.0
2073.949,0.86,-0.67,0.078,,,-66.0
2073.998856,0.748,-0.484,0.11,,,-60.0
2074.048904,0.93,-0.538,0.192,,,-60.0
2074.098952,1.014,-0.368,0.254,,,-60.0
2074.149,0.846,-0.244,0.208,,,-60.0
2074.199856,0.718,-0.186,0.192,,,-62.0
2074.249904,0.636,-0.188,0.156,,,-62.0
2074.299952,0.632,-0.218,0.156,,,-62.0
2074.35,0.62,-0.28,0.2,,,-62.0
2074.399856,0.588,-0.29,0.164,,,-65.0
2074.449904,0.642,-0.276,0.156,,,-65.0
2074.499952,0.786,-0.296,0.134,,,-65.0
2074.55,0.85,-0.32,0.134,,,-65.0
2074.599856,1.12,-0.408,0.156,,,-67.0
2074.649904,1.296,-0.306,-0.016,,,-67.0
2074.699952,1.424,-0.066,-0.114,,,-67.0
2074.75,1.528,0.022,-0.16,,,-67.0
2074.799856,1.256,-0.048,-0.09,,,-66.0
2074.849904,0.798,-0.208,0.092,,,-66.0
2074.899952,0.694,-0.24,0.108,,,-66.0
2074.95,0.674,-0.218,0.132,,,-66.0
2074.999856,0.644,-0.298,0.076,,,-67.0
2075.049904,0.7,-0.34,0.104,,,-67.0
2075.099952,0.95,-0.464,0.116,,,-67.0
2075.15,1.02,-0.57,-0.01,,,-67.0
2075.200856,1.158,-0.672,0.048,-102.0,,-69.0
2075.250904,0.832,-0.724,0.398,-102.0,,-69.0
2075.300952,0.67,-0.472,0.224,-102.0,,-69.0
2075.351,0.504,-0.464,0.224,-102.0,,-69.0
2075.400856,0.536,-0.412,0.194,-85.0,,-75.0
2075.450904,0.66,-0.392,0.158,-85.0,,-75.0
2075.500952,0.844,-0.282,0.124,-85.0,,-75.0
2075.551,1.264,-0.264,-0.014,-85.0,,-75.0
2075.600856,1.586,-0.366,-0.004,-89.0,,-73.0
2075.650904,1.166,-0.288,0.206,-89.0,,-73.0
2075.700952,0.88,-0.338,0.236,-89.0,,-73.0
2075.751,0.812,-0.328,0.356,-89.0,,-73.0
2075.800856,0.646,-0.254,0.252,-98.0,,-71.0
2075.850904,0.64,-0.256,0.248,-98.0,,-71.0
2075.900952,0.812,-0.278,0.294,-98.0,,-71.0
2075.951,0.99,-0.368,0.38,-98.0,,-71.0
2076.000856,1.202,-0.458,0.55,-98.0,-91.0,-71.0
2076.050904,0.946,-0.288,0.684,-98.0,-91.0,-71.0
2076.100952,0.776,-0.292,0.626,-98.0,-91.0,-71.0
2076.151,0.496,-0.14,0.514,-98.0,-91.0,-71.0
2076.201856,0.59,-0.132,0.44,-85.0,-98.0,-75.0
2076.251904,0.608,-0.112,0.404,-85.0,-98.0,-75.0
2076.301952,0.8,-0.114,0.32,-85.0,-98.0,-75.0
2076.352,1.2,-0.016,0.254,-85.0,-98.0,-75.0
2076.401856,1.464,-0.144,0.134,-83.0,-95.0,-79.0
2076.451904,1.456,-0.162,0.112,-83.0,-95.0,-79.0
2076.501952,0.99,-0.11,0.158,-83.0,-95.0,-79.0
2076.552,0.768,-0.106,0.336,-83.0,-95.0,-79.0
